OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate;Adres
626232;SINT-NIKLAAS - FH01;Broodstraat;9;;9100;Sint-Niklaas;134031,85;206663,66;NB-9100983f853;NB-9100983f853;BUILDING template;Broodstraat 9 9100 Sint-Niklaas
626235;SINT-NIKLAAS - FH01;Broodstraat;11;;9100;Sint-Niklaas;134036,85;206663,66;NB-910011ba9114;NB-910011ba9114;BUILDING template;Broodstraat 11 9100 Sint-Niklaas
626238;SINT-NIKLAAS - FH01;Collegestraat;2;;9100;Sint-Niklaas;134005,52;206175,63;NB-91002064775;NB-91002064775;BUILDING template;Collegestraat 2 9100 Sint-Niklaas
626241;SINT-NIKLAAS - FH01;Grote Markt;36;A;9100;Sint-Niklaas;134143,88;205929,7;NB-910036A7d33;NB-910036A7d33;BUILDING template;Grote Markt 36 A 9100 Sint-Niklaas
626244;SINT-NIKLAAS - FH01;Grote Markt;36;B;9100;Sint-Niklaas;134148,88;205929,7;NB-910036B8610;NB-910036B8610;BUILDING template;Grote Markt 36 B 9100 Sint-Niklaas
626247;SINT-NIKLAAS - FH01;Kasteelstraat;77;;9100;Sint-Niklaas;133547,49;206262,07;NB-910077e8f591;NB-910077e8f591;BUILDING template;Kasteelstraat 77 9100 Sint-Niklaas
626249;SINT-NIKLAAS - FH01;Hoveniersstraat;44;;9100;Sint-Niklaas;133858,53;205744,04;NB-910044523482;NB-910044523482;BUILDING template;Hoveniersstraat 44 9100 Sint-Niklaas
626252;SINT-NIKLAAS - FH01;Plezantstraat;2;B;9100;Sint-Niklaas;133722,77;206224,17;NB-91002Bfe41;NB-91002Bfe41;BUILDING template;Plezantstraat 2 B 9100 Sint-Niklaas
626258;SINT-NIKLAAS - FH01;Stationsstraat;113;B;9100;Sint-Niklaas;134176,2;206601,39;NB-9100113Bb876;NB-9100113Bb876;BUILDING template;Stationsstraat 113 B 9100 Sint-Niklaas
626261;SINT-NIKLAAS - FH01;Stationsstraat;106;;9100;Sint-Niklaas;134156,93;206525,24;NB-9100106969971;NB-9100106969971;BUILDING template;Stationsstraat 106 9100 Sint-Niklaas
626264;SINT-NIKLAAS - FH01;Stationsstraat;113;A;9100;Sint-Niklaas;134181,2;206601,39;NB-9100113A2f04;NB-9100113A2f04;BUILDING template;Stationsstraat 113 A 9100 Sint-Niklaas
595826;SINT-NIKLAAS - FH01;Dalstraat;13;B;9100;Sint-Niklaas;133463,16;205770,73;NB-910013B6030;NB-910013B6030;BUILDING template;Dalstraat 13 B 9100 Sint-Niklaas
222634;SINT-NIKLAAS - FH01;Collegestraat;2;B;9100;Sint-Niklaas;134010,52;206175,63;NB-910026-7-4797;NB-910026-7-4797;BUILDING template;Collegestraat 2 B 9100 Sint-Niklaas
222635;SINT-NIKLAAS - FH01;Collegestraat;2;A;9100;Sint-Niklaas;134010,52;206175,63;NB-910021-2-fd78;NB-910026-7-4797;BUILDING template;Collegestraat 2 A 9100 Sint-Niklaas
626120;SINT-NIKLAAS - FH01;Casinostraat;3;A;9100;Sint-Niklaas;133963,8;206597,5;NB-91003Ad756;NB-91003Ad756;BUILDING template;Casinostraat 3 A 9100 Sint-Niklaas
