Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
EVERE - FH04;Picardiestraat - Rue Picardie;54;;1140;Evere;151752;174169;NB-11405461321;NB-11405461321;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;52;;1140;Evere;151752;174177;NB-11405248383;NB-11405248383;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;50;;1140;Evere;151751;174184;NB-11405010463;NB-11405010463;BUILDING template
EVERE - FH04;H. Van Hoordestraat - Rue H. Van Hoorde;8;;1140;Evere;152036;174039;NB-1140833482;NB-1140833482;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;114;;1140;Evere;152673;174199;NB-114011458558;NB-114011458558;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;46;A;1140;Evere;151836;173925;NB-114046A65974;NB-114046A65974;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;5;;1140;Evere;151814;173914;NB-1140599723;NB-1140599723;BUILDING template
EVERE - FH04;W. Van Perckstraat - Rue Willebrord Van Perck;19;;1140;Evere;151831;173872;NB-11401957574;NB-11401957574;BUILDING template
EVERE - FH04;Virginie Plasstraat;15;;1140;Evere;152435;174641;NB-11401595654;NB-11401595654;BUILDING template
EVERE - FH04;Virginie Plasstraat;13;;1140;Evere;152443;174648;NB-11401366140;NB-11401366140;BUILDING template
EVERE - FH04;Virginie Plasstraat;11;;1140;Evere;152447;174652;NB-11401136490;NB-11401136490;BUILDING template
EVERE - FH04;Virginie Plasstraat;9;;1140;Evere;152455;174659;NB-1140946339;NB-1140946339;BUILDING template
EVERE - FH04;Virginie Plasstraat;7;;1140;Evere;152462;174667;NB-1140711957;NB-1140711957;BUILDING template
EVERE - FH04;Virginie Plasstraat;5;;1140;Evere;152469;174676;NB-1140541413;NB-1140541413;BUILDING template
EVERE - FH04;Virginie Plasstraat;3;;1140;Evere;152474;174683;NB-1140367274;NB-1140367274;BUILDING template
EVERE - FH04;Virginie Plasstraat;1;;1140;Evere;152479;174697;NB-1140191498;NB-1140191498;BUILDING template
EVERE - FH04;Golflaan - Avenue du Golf;10;;1140;Evere;152581;174194;NB-11401014622;NB-11401014622;BUILDING template
EVERE - FH04;Vredeplein - Place de la Paix;17;;1140;Evere;152310;174080;NB-11401705700;NB-11401705700;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;129;B;1140;Evere;152156;174039;NB-1140129B80671;NB-1140129B80671;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;129;;1140;Evere;152142;174033;NB-114012978088;NB-114012978088;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;110;;1140;Evere;152050;173956;NB-114011099802;NB-114011099802;BUILDING template
EVERE - FH04;F. Van Asschestraat - Rue F. Van Assche;14;;1140;Evere;152113;174072;NB-11401489677;NB-11401489677;BUILDING template
EVERE - FH04;Sint-Vincentiusstraat - Rue Saint-Vincent;16;A;1140;Evere;152476;174472;NB-114016A22654;NB-114016A22654;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;197;B;1140;Evere;151849;173589;NB-1140197B77115;NB-1140197B77115;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;94;;1140;Evere;152024;173999;NB-11409479148;NB-11409479148;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;37;;1140;Evere;152681;174519;NB-11403795565;NB-11403795565;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;46;A;1140;Evere;152184;173862;NB-114046A97176;NB-114046A97176;BUILDING template
